student_id,student_name,gender,age,department,semester,city,family_income_group,attendance_percentage,login_count,hours_studied_online,videos_watched,assignments_submitted,quiz_attempts,discussion_posts,ai_tool_usage_count,subject,internal_marks,practical_marks,final_exam_marks,total_marks,grade,cgpa,technical_skill_score,aptitude_score,communication_score,interview_score,internship_completed,placement_status,package_lpa,performance_label
100604,Student_100604,Male,21,AIML,4,Pune,High,68.39,36,29.09,9,9,8,1,8,NLP,13.47,20.15,50.94,49.01,C,4.51,29.64,45.5,42.77,40.02,No,Not Placed,0,Poor
100605,Student_100605,Other,23,ECE,6,Pune,Low,74.96,14,11.46,16,5,10,0,5,NLP,21.93,12.04,50.31,49.63,C,5.15,66.67,54.26,46.26,37.22,No,Not Placed,0,Poor
100606,Student_100606,Other,23,AIML,3,Nagpur,Upper Middle,60.15,21,33.71,16,7,9,0,4,Apache Spark,17.73,5.12,54.14,43.78,C,4.71,22.07,22.89,45.23,3.82,No,Not Placed,0,Poor
100607,Student_100607,Male,21,Data Science,7,Nagpur,Middle,76.65,52,43.87,29,12,9,8,11,Statistics,18.73,11.92,33.7,38.85,C,3.89,46.74,27.55,73.27,48.22,No,Not Placed,0,Poor
100608,Student_100608,Male,23,Cyber Security,1,Satara,Low,78.98,34,55.1,24,9,14,4,9,Statistics,28.33,28.28,62.18,71.19,A,7.22,75.7,47.99,43.81,57.11,No,Not Placed,0,Good
100609,Student_100609,Male,19,AIML,7,Thane,High,76.22,42,43.79,29,9,11,0,7,Deep Learning,13.58,12.88,47.43,42.49,C,3.91,21.86,32.35,57.79,19.68,No,Not Placed,0,Poor
100610,Student_100610,Other,25,Data Science,2,Kolhapur,Low,96.26,76,80.17,38,12,18,10,14,Deep Learning,31.84,24.15,82.0,80.98,A,7.99,84.69,37.58,100,75.11,No,Not Placed,0,Good
100611,Student_100611,Other,21,ECE,6,Nashik,Middle,67.46,29,35.35,17,7,11,4,6,Deep Learning,6.94,7.2,19.13,19.57,C,1.71,20.51,41.35,42.08,16.18,No,Not Placed,0,Poor
100612,Student_100612,Other,19,CSE,8,Nashik,Middle,90.19,60,72.24,34,10,18,6,11,Statistics,26.54,23.86,65.01,68.32,B,6.73,62.38,58.39,51.59,,No,Not Placed,0,Average
100613,Student_100613,Male,22,ECE,8,Nagpur,Middle,82.41,62,97.22,32,10,13,5,13,Deep Learning,40,30,96.8,98.4,A+,10,100,74.93,80.51,95.03,No,Placed,5.2,Excellent
100614,Student_100614,Other,18,IT,4,Nagpur,Middle,63.55,13,11.07,8,5,3,1,3,Big Data,24.11,17.0,53.0,55.92,B,5.28,59.05,56.07,46.71,47.41,Yes,Not Placed,0,Average
100615,Student_100615,Male,19,Cyber Security,4,Mumbai,High,59.89,23,3.68,6,4,6,0,3,Apache Spark,24.76,11.4,69.85,61.09,B,6.09,53.1,37.04,30.71,34.6,No,Not Placed,0,Average
100616,Student_100616,Other,24,CSE,4,Nashik,High,68.78,31,47.73,18,8,12,4,5,Big Data,31.37,24.04,65.56,72.33,A,7.39,,55.31,51.28,33.7,Yes,Not Placed,0,Good
100617,Student_100617,Male,22,IT,5,Nagpur,Lower Middle,85.01,26,43.32,27,9,13,0,6,Deep Learning,32.33,27.17,66.26,75.49,A,7.6,67.59,67.32,43.53,50.89,Yes,Not Placed,0,Good
100618,Student_100618,Female,22,Data Science,5,Mumbai,High,73.76,36,50.03,26,7,14,5,8,Machine Learning,18.28,20.07,60.75,57.47,B,5.85,62.94,49.03,84.49,56.25,No,Not Placed,0,Average
100619,Student_100619,Other,19,CSE,5,Thane,Lower Middle,63.58,17,31.6,3,5,7,3,3,NLP,24.2,18.74,49.01,55.15,B,5.51,29.07,46.05,43.88,13.17,No,Not Placed,0,Average
100620,Student_100620,Male,21,ECE,2,Nashik,Lower Middle,64.95,33,13.11,18,7,10,4,9,Statistics,8.79,7.83,31.55,27.59,C,2.46,31.71,19.81,60.53,30.69,No,Not Placed,0,Poor
100621,Student_100621,Male,24,Data Science,6,Mumbai,Low,83.92,61,36.22,34,8,11,5,13,Big Data,23.52,16.47,48.72,52.98,C,5.2,27.69,23.9,63.99,48.79,No,Not Placed,0,Poor
100622,Student_100622,Male,19,Cyber Security,1,Nagpur,Low,91.1,58,51.56,37,11,18,8,15,Statistics,28.06,22.97,69.9,71.31,A,7.58,69.55,37.77,89.32,65.22,Yes,Placed,7.46,Good
100623,Student_100623,Male,19,Data Science,4,Mumbai,Upper Middle,75.93,19,47.21,15,6,10,6,6,Statistics,15.75,13.78,40.46,41.23,C,4.27,46.5,30.16,37.92,32.32,Yes,Not Placed,0,Poor
100624,Student_100624,Other,18,Data Science,5,Pune,Upper Middle,93.03,73,91.27,42,12,18,10,13,NLP,25.86,27.15,91.82,83.41,A,8.35,87.46,45.98,78.54,74.66,Yes,Not Placed,0,Good
100625,Student_100625,Male,24,CSE,4,Pune,High,68.74,33,34.91,17,5,5,0,4,Machine Learning,19.75,14.55,35.66,42.34,C,4.17,42.84,27.19,65.17,38.33,No,Not Placed,0,Poor
100626,Student_100626,Other,24,CSE,8,,Lower Middle,86.39,57,99.58,30,9,16,8,12,Big Data,40,30,100,100.0,A+,9.82,100,98.4,59.28,100,Yes,Placed,11.84,Excellent
100627,Student_100627,Male,21,ECE,7,Nagpur,Lower Middle,72.79,22,21.63,11,7,7,4,4,Deep Learning,16.03,10.54,46.13,42.12,C,4.22,37.91,45.88,61.56,44.34,Yes,Not Placed,0,Poor
100628,Student_100628,,19,AIML,7,Thane,Lower Middle,84.0,50,65.81,31,9,11,5,8,Apache Spark,29.33,25.1,61.7,69.58,B,7.28,55.02,59.37,64.6,51.32,No,Not Placed,0,Average
100629,Student_100629,Female,21,Cyber Security,5,Kolhapur,High,85.69,80,82.33,43,9,15,11,12,Statistics,23.73,16.19,64.01,60.6,B,5.75,34.45,41.98,95.48,59.94,No,Not Placed,0,Average
100630,Student_100630,Male,18,CSE,7,Satara,Upper Middle,61.59,9,24.62,3,6,5,0,0,Big Data,23.18,25.11,49.7,58.97,B,5.96,63.04,87.01,42.91,44.18,Yes,Placed,8.82,Average
100631,Student_100631,Other,25,Data Science,8,Satara,High,68.37,33,8.87,17,5,8,4,4,Machine Learning,27.45,18.42,46.04,55.89,B,5.52,68.11,52.6,44.88,51.41,No,Not Placed,0,Average
100632,Student_100632,Other,19,CSE,2,Nashik,Middle,62.85,15,32.91,15,5,8,3,1,Big Data,25.03,18.63,65.39,63.89,B,6.47,74.07,,43.45,55.62,No,Placed,3.79,Average
100633,Student_100633,Other,25,ECE,6,Thane,Middle,84.16,40,78.44,26,9,9,4,7,Big Data,38.12,30,82.67,89.92,A+,8.79,95.67,81.4,63.57,88.5,Yes,Placed,9.88,Excellent
100634,Student_100634,Other,23,IT,8,Mumbai,Middle,83.28,49,65.14,29,10,12,6,12,NLP,32.51,22.04,77.36,77.76,A,8.02,82.25,76.46,83.99,65.86,No,Placed,4.59,Good
100635,Student_100635,Female,19,AIML,6,Thane,Lower Middle,82.42,28,21.98,17,7,7,6,6,Machine Learning,15.46,19.03,56.77,52.67,C,5.33,47.53,55.66,55.62,33.84,No,Not Placed,0,Poor
100636,Student_100636,,22,ECE,2,Mumbai,Low,75.43,31,45.71,21,8,10,7,7,NLP,30.53,22.73,54.42,65.26,B,6.68,40.62,36.69,63.94,32.76,No,Not Placed,0,Average
100637,Student_100637,Female,18,IT,4,Mumbai,Lower Middle,96.76,23,50.23,25,7,8,6,6,Statistics,28.25,20.81,91.08,80.6,A,8.19,64.84,71.67,36.22,57.64,Yes,Not Placed,0,Good
100638,Student_100638,,23,Cyber Security,3,Mumbai,High,84.35,42,59.44,26,6,8,7,7,Machine Learning,34.18,24.17,92.72,88.11,A+,8.74,92.4,89.04,60.31,100,No,Placed,7.08,Excellent
100639,Student_100639,Other,23,AIML,3,Satara,Lower Middle,82.13,59,41.21,28,11,12,6,9,Statistics,26.47,15.62,67.18,63.86,B,6.25,62.36,35.37,32.58,43.08,No,Not Placed,0,Average
100640,Student_100640,Male,24,Cyber Security,5,Mumbai,Lower Middle,81.46,32,44.38,16,9,8,10,8,Machine Learning,29.65,24.84,75.87,76.73,A,7.87,85.22,75.08,57.16,68.41,No,Placed,8.09,Good
100641,Student_100641,Male,19,ECE,7,Nashik,High,61.36,11,9.52,17,5,5,1,0,Machine Learning,14.61,13.43,55.04,47.44,C,4.71,46.06,36.85,67.64,58.28,No,Not Placed,0,Poor
100642,Student_100642,Other,21,IT,3,Mumbai,Middle,78.53,45,34.06,25,9,12,3,7,Apache Spark,8.26,6.84,59.97,40.74,C,4.28,28.43,3.11,58.73,30.57,No,Not Placed,0,Poor
100643,Student_100643,Male,18,AIML,8,Nashik,High,73.64,37,67.23,25,10,12,5,6,Deep Learning,27.74,12.82,51.46,55.08,B,5.25,43.67,18.31,45.45,21.22,No,Not Placed,0,Average
100644,Student_100644,Female,20,IT,3,Nashik,Upper Middle,66.53,18,36.95,15,2,5,3,1,Big Data,10.33,18.16,41.18,40.45,C,4.13,41.62,62.18,28.68,80.15,No,Not Placed,0,Poor
100645,Student_100645,Other,23,Data Science,6,Pune,Lower Middle,81.61,55,50.32,23,12,16,8,9,Apache Spark,26.17,23.86,81.38,76.23,A,7.85,62.55,70.82,55.21,38.13,No,Placed,9.09,Good
100646,Student_100646,Other,21,IT,7,Nashik,Lower Middle,70.97,28,44.61,20,6,12,4,2,Deep Learning,15.01,22.59,63.84,58.23,B,5.93,63.46,47.74,60.73,45.61,No,Not Placed,0,Average
100647,Student_100647,Other,20,Cyber Security,4,Thane,Upper Middle,62.89,14,24.28,11,4,4,1,0,Apache Spark,21.87,25.29,65.61,66.07,B,6.64,83.55,80.63,23.09,34.83,No,Not Placed,0,Average
100648,Student_100648,Male,19,Data Science,7,Pune,High,53.4,9,8.68,7,5,8,0,0,Apache Spark,26.37,24.1,61.84,66.76,B,6.49,56.65,50.29,27.05,55.01,No,Not Placed,0,Average
100649,Student_100649,,20,IT,8,Nagpur,Middle,47.64,36,6.86,13,5,4,6,3,Big Data,18.9,15.34,39.93,44.37,C,4.44,50.29,61.38,23.08,32.22,Yes,Not Placed,0,Poor
100650,Student_100650,Female,19,ECE,7,Pune,Lower Middle,90.97,54,43.4,33,12,15,9,10,Deep Learning,36.1,30,84.95,89.55,A+,8.84,72.95,52.33,72.37,63.03,Yes,Not Placed,0,Excellent
100651,Student_100651,Male,20,ECE,6,Kolhapur,Upper Middle,88.65,41,12.55,15,6,7,3,4,Machine Learning,28.91,17.11,54.96,60.57,B,6.19,59.4,32.05,60.83,52.23,No,Not Placed,0,Average
100652,Student_100652,Other,24,Data Science,4,Pune,High,69.27,36,37.52,12,3,6,3,5,NLP,34.72,18.96,,78.4,A,7.96,40.4,64.04,54.65,38.51,No,Not Placed,0,Good
100653,Student_100653,Male,21,IT,8,Nashik,High,82.57,29,46.87,17,9,15,0,11,Big Data,33.25,22.53,69.01,74.46,A,7.95,66.38,56.97,40.0,61.87,No,Not Placed,0,Good
100654,Student_100654,Male,20,Cyber Security,2,Satara,High,68.39,41,64.82,26,8,10,5,8,Big Data,22.15,19.35,75.95,67.49,B,7.01,59.3,31.17,82.05,58.17,No,Not Placed,0,Average
100655,Student_100655,Other,18,IT,8,Nashik,Low,57.23,39,21.97,22,5,11,6,5,Apache Spark,7.42,22.75,52.88,47.18,C,4.79,49.05,26.64,42.73,55.49,Yes,Not Placed,0,Poor
100656,Student_100656,Other,25,ECE,2,Mumbai,Low,56.6,13,0.74,7,4,2,0,0,Statistics,20.22,13.13,42.69,45.27,C,4.71,37.91,57.97,16.82,28.51,No,Not Placed,0,Poor
100657,Student_100657,Female,22,AIML,6,Pune,Upper Middle,70.39,23,58.48,9,6,7,1,4,Deep Learning,33.59,22.67,64.87,72.74,A,7.31,59.19,67.98,30.6,51.68,No,Not Placed,0,Good
100658,Student_100658,Other,18,Data Science,3,Nagpur,Low,68.13,38,75.16,22,7,7,4,6,Apache Spark,27.4,11.16,62.56,59.26,B,5.43,58.62,53.57,46.09,59.94,Yes,Not Placed,0,Average
100659,Student_100659,Other,24,IT,8,Nagpur,Low,82.65,40,60.81,19,6,9,1,5,Apache Spark,26.23,22.73,70.79,70.22,A,6.82,83.61,54.18,37.58,58.31,Yes,Not Placed,0,Good
100660,Student_100660,Female,19,Data Science,2,Mumbai,Lower Middle,,50,103.21,29,12,17,10,14,Big Data,40,30,100,100.0,A+,9.96,100,100,62.82,100,Yes,Placed,13.78,Excellent
100661,Student_100661,Female,23,IT,2,Nagpur,Upper Middle,86.45,59,78.55,24,8,14,7,12,NLP,34.95,30,64.41,78.42,A,7.66,68.87,48.92,44.2,53.04,Yes,Not Placed,0,Good
100662,Student_100662,Female,20,IT,4,Nagpur,Upper Middle,88.98,41,58.61,29,8,13,5,6,Machine Learning,25.88,28.76,80.0,78.58,A,8.15,89.37,86.77,46.64,76.33,Yes,Placed,7.47,Good
100663,Student_100663,Other,20,AIML,8,Pune,Middle,82.99,49,87.09,26,11,12,5,7,NLP,37.73,28.79,90.29,92.64,A+,9.58,82.4,69.87,89.37,82.38,No,Placed,13.25,Excellent
100664,Student_100664,,25,Data Science,2,Nashik,High,80.43,32,45.65,22,9,10,4,10,Apache Spark,32.11,26.44,83.61,83.51,A,8.43,52.59,53.56,48.68,64.33,No,Not Placed,0,Good
100665,Student_100665,Male,18,IT,2,Mumbai,High,94.48,64,82.27,39,11,18,8,15,Machine Learning,29.6,21.25,63.49,68.11,B,7.26,58.56,20.18,97.89,75.01,No,Not Placed,0,Average
100666,Student_100666,Male,20,ECE,7,Pune,Low,69.8,4,10.24,9,4,5,1,0,Apache Spark,27.58,17.04,49.54,56.81,B,5.79,52.01,70.58,57.41,28.77,No,Not Placed,0,Average
100667,Student_100667,Male,22,Data Science,1,Pune,Middle,66.47,30,35.64,17,8,9,0,4,Apache Spark,23.6,20.45,62.55,62.61,B,6.06,61.32,52.46,36.68,32.0,No,Not Placed,0,Average
100668,Student_100668,Other,18,Cyber Security,6,Kolhapur,Middle,73.68,31,53.95,21,8,10,3,5,Machine Learning,31.61,19.83,71.78,72.82,A,7.23,41.94,57.03,69.47,49.66,No,Not Placed,0,Good
100669,Student_100669,Female,21,IT,6,Satara,Middle,74.1,56,48.04,29,8,13,6,9,NLP,22.54,15.66,63.23,58.96,B,6.1,38.1,37.54,76.22,44.55,No,Not Placed,0,Average
100670,Student_100670,Female,19,IT,7,Mumbai,Middle,66.76,11,40.68,4,6,3,0,3,Apache Spark,18.11,24.66,60.31,60.18,B,5.84,37.0,69.77,18.37,43.29,Yes,Not Placed,0,Average
100671,Student_100671,Male,22,AIML,6,Kolhapur,High,64.28,9,25.73,10,6,11,2,3,Statistics,17.55,17.4,56.83,53.18,C,5.34,42.82,54.34,40.38,40.79,No,Not Placed,0,Poor
100672,Student_100672,Other,25,Cyber Security,1,Nagpur,High,56.67,9,36.56,21,8,5,0,0,Apache Spark,25.83,23.68,73.6,71.96,A,7.32,66.1,66.69,40.58,60.16,No,Not Placed,0,Good
100673,Student_100673,Male,21,AIML,8,Nashik,Upper Middle,68.41,49,37.53,24,10,12,8,8,Apache Spark,27.83,16.83,74.03,69.11,B,6.83,49.9,34.51,44.86,60.4,Yes,Not Placed,0,Average
100674,Student_100674,Other,18,Cyber Security,8,Pune,Middle,61.37,31,31.66,19,4,8,4,2,Machine Learning,13.59,20.75,56.86,52.46,C,5.31,39.72,41.59,45.06,68.73,No,Not Placed,0,Poor
100675,Student_100675,Other,24,AIML,8,Thane,Upper Middle,84.16,40,80.03,34,12,15,7,14,NLP,21.57,23.74,70.7,67.36,B,6.81,53.84,67.65,74.29,57.56,No,Not Placed,0,Average
100676,Student_100676,Female,22,AIML,2,Satara,High,70.72,27,13.77,14,10,5,6,2,Machine Learning,15.59,15.29,46.28,45.03,C,4.92,49.01,45.76,51.61,38.84,No,Not Placed,0,Poor
100677,Student_100677,Other,19,Cyber Security,8,Pune,Middle,110,40,67.06,27,11,16,5,9,Machine Learning,40,30,76.1,88.05,A+,8.66,83.66,84.31,63.74,68.96,Yes,Placed,13.11,Excellent
100678,Student_100678,Female,18,Cyber Security,6,Nashik,Lower Middle,71.85,52,37.63,25,7,8,8,3,Deep Learning,22.34,17.17,57.8,57.1,B,5.49,46.72,41.8,70.9,49.55,No,Not Placed,0,Average
100679,Student_100679,Male,22,AIML,8,Pune,High,72.6,20,22.78,21,8,7,2,4,Deep Learning,10.71,12.8,51.74,42.44,C,4.24,39.41,26.28,51.17,6.87,No,Not Placed,0,Poor
100680,Student_100680,Female,23,CSE,6,Pune,Upper Middle,72.7,26,47.77,12,7,7,6,4,Deep Learning,34.46,20.96,61.16,70.4,A,7.09,50.81,56.01,50.92,42.04,No,Not Placed,0,Good
100681,Student_100681,Other,20,Cyber Security,6,Nagpur,,70.79,29,27.09,19,9,11,6,7,NLP,38.63,23.44,59.61,74.4,A,7.7,63.22,55.34,78.58,41.08,No,Not Placed,0,Good
100682,Student_100682,Female,21,Cyber Security,2,,High,82.08,46,,17,7,11,4,3,Deep Learning,22.51,28.46,63.02,67.36,B,6.81,51.79,57.61,54.77,57.44,No,Not Placed,0,Average
100683,Student_100683,Other,18,AIML,5,Nagpur,Low,78.26,59,42.66,28,8,9,9,10,Big Data,18.48,14.51,45.97,46.51,C,4.72,29.5,,63.44,18.57,No,Not Placed,0,Poor
100684,Student_100684,Other,24,CSE,4,Thane,Middle,77.95,36,51.83,28,10,14,5,11,Machine Learning,18.03,20.03,79.89,66.82,B,6.84,38.27,24.82,65.33,57.95,No,Not Placed,0,Average
100685,Student_100685,Male,21,Data Science,1,Mumbai,Lower Middle,80.4,28,,,6,10,7,4,Deep Learning,33.79,19.63,63.21,70.03,A,7.13,36.63,57.44,37.34,49.65,No,Not Placed,0,Good
100686,Student_100686,Male,21,ECE,5,Satara,,89.98,36,34.14,27,7,13,6,6,Apache Spark,18.57,21.89,72.34,64.69,B,7.02,37.83,72.37,42.54,67.16,No,Not Placed,0,Average
100687,Student_100687,,21,IT,4,Thane,Upper Middle,45.98,11,0,5,3,0,0,0,Machine Learning,8.16,12.67,,33.79,C,3.54,49.03,66.25,38.51,0,No,Not Placed,0,Poor
100688,Student_100688,Female,21,Data Science,3,Nagpur,Upper Middle,80.68,32,35.95,31,12,13,8,10,Big Data,23.18,21.41,59.78,61.55,B,6.24,57.03,21.28,,37.25,No,Not Placed,0,Average
100689,Student_100689,Other,25,Cyber Security,3,Kolhapur,Low,76.27,30,76.21,16,7,8,3,6,Statistics,37.11,29.98,70.02,82.83,A,8.16,78.35,70.05,,71.74,No,Not Placed,0,Good
100690,Student_100690,Female,21,Data Science,3,Nagpur,High,76.48,43,55.25,22,8,6,4,4,Statistics,25.23,16.29,66.86,63.22,B,5.89,56.87,47.09,76.31,44.25,No,Not Placed,0,Average
100691,Student_100691,Male,19,Cyber Security,6,Nagpur,Lower Middle,65.14,20,18.8,21,5,9,3,4,Machine Learning,18.48,12.84,44.9,44.87,C,3.99,44.45,25.48,42.82,22.36,No,Not Placed,0,Poor
100692,Student_100692,Female,19,Cyber Security,8,Nagpur,High,73.2,31,40.35,19,8,11,1,10,Machine Learning,18.47,13.78,56.22,51.15,C,5.31,19.15,38.57,32.76,34.88,Yes,Not Placed,0,Poor
100693,Student_100693,Other,18,Data Science,8,Satara,High,71.48,38,51.83,16,8,10,3,10,NLP,26.35,15.4,56.3,58.17,B,5.4,78.1,71.72,42.49,51.24,No,Not Placed,0,Average
100694,Student_100694,Male,21,Data Science,3,Satara,Lower Middle,63.96,27,11.17,25,7,8,1,8,Big Data,0.08,4.04,15.82,10.67,C,1.49,1.75,7.53,51.65,8.62,No,Not Placed,0,Poor
100695,Student_100695,Other,22,CSE,7,Pune,High,64.26,11,13.43,18,6,6,2,2,Deep Learning,12.22,11.02,47.61,40.31,C,4.61,32.71,29.09,21.91,12.69,No,Not Placed,0,Poor
100696,Student_100696,Male,20,CSE,3,Mumbai,Low,81.06,43,46.77,25,12,17,4,8,Machine Learning,28.8,21.8,73.43,72.85,A,7.65,64.93,43.98,65.09,54.56,No,Not Placed,0,Good
100697,Student_100697,Other,18,IT,6,Nagpur,Low,65.02,24,0,11,3,5,1,1,Statistics,9.97,6.51,30.73,27.18,C,2.91,21.8,24.06,29.03,12.14,No,Not Placed,0,Poor
100698,Student_100698,Other,21,IT,7,Thane,Lower Middle,83.09,51,60.77,28,9,13,5,10,Deep Learning,26.37,17.89,59.28,61.34,B,5.92,54.04,46.43,,46.42,No,Not Placed,0,Average
100699,Student_100699,Other,20,CSE,1,Satara,Lower Middle,83.46,28,52.08,17,8,9,2,7,Apache Spark,35.41,21.49,59.61,70.69,A,6.71,37.21,46.52,64.35,39.43,No,Not Placed,0,Good
100700,Student_100700,Female,18,CSE,1,Kolhapur,Lower Middle,83.16,44,50.07,21,11,10,5,6,NLP,28.13,17.74,54.61,60.23,B,6.1,17.08,63.43,51.15,49.44,Yes,Not Placed,0,Average
100701,Student_100701,Female,21,AIML,5,Nashik,Low,72.48,31,58.51,16,5,8,5,2,NLP,27.75,30,80.82,81.22,A,7.84,76.93,77.51,29.31,90.45,No,Placed,12.42,Good
100702,Student_100702,Other,24,Cyber Security,8,Mumbai,Upper Middle,84.44,51,44.8,29,10,14,5,9,Machine Learning,28.84,21.01,77.55,74.42,A,7.42,49.68,41.84,86.32,51.11,Yes,Not Placed,0,Good
100703,Student_100703,Other,22,CSE,4,Thane,High,72.0,16,39.02,9,5,8,5,0,NLP,29.17,25.29,77.87,77.67,A,8.02,87.07,81.92,46.51,63.29,No,Not Placed,0,Good
100704,Student_100704,Male,25,ECE,6,Nashik,Middle,85.57,63,77.52,29,12,18,7,14,Machine Learning,29.73,25.18,83.98,81.08,A,8.11,73.05,42.59,65.89,69.3,Yes,Placed,12.75,Good
100705,Student_100705,Other,24,IT,8,Nagpur,Lower Middle,86.15,50,38.58,28,10,12,10,10,Machine Learning,28.0,24.19,48.71,61.48,B,6.12,46.36,38.45,61.42,61.25,No,Not Placed,0,Average
100706,Student_100706,Other,23,AIML,8,Mumbai,High,85.81,38,33.31,18,5,10,5,3,Machine Learning,22.54,18.2,51.72,54.89,C,5.39,44.15,63.59,63.69,55.45,No,Not Placed,0,Poor
100707,Student_100707,Male,18,CSE,6,Nagpur,Upper Middle,66.11,28,19.97,16,9,6,3,4,Machine Learning,11.44,13.39,54.57,44.8,C,4.65,24.62,33.89,,11.92,Yes,Not Placed,0,Poor
100708,Student_100708,Female,24,ECE,2,Pune,High,53.25,16,10.12,6,3,4,1,0,NLP,16.22,14.51,47.59,45.63,C,4.63,45.59,46.23,48.4,33.21,No,Not Placed,0,Poor
100709,Student_100709,Female,19,Cyber Security,6,Mumbai,Middle,74.23,26,46.79,14,11,9,6,5,Statistics,26.88,7.6,75.15,62.81,B,6.05,70.09,79.84,48.68,50.45,Yes,Not Placed,0,Average
100710,Student_100710,Other,18,IT,1,Nashik,High,72.04,36,56.18,24,7,10,7,5,Big Data,31.16,27.88,64.46,74.18,A,7.61,58.21,56.4,49.18,67.67,Yes,Placed,5.0,Good
100711,Student_100711,Other,20,AIML,2,Mumbai,Low,80.07,44,44.78,18,8,8,3,7,Machine Learning,21.1,21.31,57.1,58.58,B,5.51,55.56,47.14,50.09,51.03,No,Not Placed,0,Average
100712,Student_100712,Male,25,IT,3,Mumbai,Middle,71.4,33,47.46,24,8,11,6,10,Big Data,22.98,24.86,60.38,64.0,B,6.31,44.16,54.75,52.12,36.57,No,Not Placed,0,Average
100713,Student_100713,Other,20,CSE,3,Satara,High,75.43,43,27.89,19,10,12,2,6,Machine Learning,12.66,17.75,53.74,48.19,C,4.96,40.42,52.57,70.88,3.51,Yes,Not Placed,0,Poor
100714,Student_100714,Male,25,Data Science,6,Kolhapur,Upper Middle,72.85,30,35.48,18,10,11,3,4,Apache Spark,29.56,20.13,64.58,67.88,B,6.85,73.09,27.88,58.5,63.2,No,Not Placed,0,Average
100715,Student_100715,Other,22,AIML,7,Pune,Lower Middle,66.82,51,68.58,27,12,18,7,11,Machine Learning,23.72,14.66,48.93,52.03,C,5.4,75.75,49.14,60.15,68.27,No,Not Placed,0,Poor
100716,Student_100716,Female,25,Cyber Security,2,Kolhapur,Upper Middle,77.48,50,45.55,26,10,15,6,10,Deep Learning,17.0,25.56,74.32,66.95,B,7.05,,61.98,83.21,70.38,No,Not Placed,0,Average
100717,Student_100717,Female,20,Cyber Security,8,Nashik,Middle,84.6,51,54.67,26,9,13,2,10,Machine Learning,13.13,20.2,53.41,50.03,C,4.96,70.66,30.45,60.13,70.5,No,Not Placed,0,Poor
100718,Student_100718,Male,18,CSE,8,Nagpur,High,74.83,30,45.79,20,3,10,3,3,Apache Spark,24.71,18.93,85.63,73.97,A,7.47,67.52,46.45,60.45,50.22,Yes,Not Placed,0,Good
100719,Student_100719,Other,23,AIML,2,Kolhapur,Upper Middle,125,32,27.64,16,7,8,2,0,NLP,23.54,23.81,,57.77,B,5.86,54.05,62.28,45.93,41.38,No,Not Placed,0,Average
100720,Student_100720,Female,19,IT,4,Kolhapur,Lower Middle,86.08,38,58.2,17,7,4,4,11,NLP,32.6,23.0,63.2,71.39,A,7.09,63.43,89.0,84.56,66.09,Yes,Not Placed,0,Good
100721,Student_100721,Male,24,ECE,2,Mumbai,Low,63.62,23,20.25,8,4,8,0,5,Apache Spark,20.84,11.15,54.78,50.46,C,4.92,57.95,38.05,44.77,9.68,Yes,Not Placed,0,Poor
100722,Student_100722,Male,18,AIML,4,Pune,High,73.32,25,32.51,12,7,7,2,8,Deep Learning,30.79,29.17,70.04,77.56,A,7.71,64.48,63.21,38.74,42.65,No,Not Placed,0,Good
100723,Student_100723,Male,21,CSE,3,Satara,Upper Middle,64.27,19,24.37,21,9,10,1,3,Apache Spark,24.37,19.8,56.02,59.48,B,5.6,51.64,47.42,43.59,22.41,No,Not Placed,0,Average
100724,Student_100724,Female,20,AIML,4,,Lower Middle,86.72,50,75.46,25,9,8,7,7,Big Data,31.27,27.24,75.69,79.45,A,7.58,53.89,52.08,55.18,81.51,No,Not Placed,0,Good
100725,Student_100725,Female,18,Cyber Security,8,Nashik,High,60.36,35,0,12,4,6,0,5,Deep Learning,7.59,3.42,35.68,25.82,C,2.53,10.3,15.17,48.26,0,No,Not Placed,0,Poor
100726,Student_100726,Male,24,AIML,8,Nagpur,Upper Middle,60.52,23,18.97,14,2,8,1,3,Statistics,16.75,15.89,57.15,51.73,C,5.27,62.4,58.23,45.47,47.55,No,Not Placed,0,Poor
100727,Student_100727,Male,22,ECE,1,Thane,Middle,88.12,53,95.72,33,9,12,6,11,Machine Learning,34.62,22.24,86.21,83.9,A,8.02,71.88,72.09,50.78,61.18,No,Not Placed,0,Good
100728,Student_100728,Male,18,AIML,4,Nagpur,Low,51.29,27,9.78,10,4,9,0,0,NLP,17.87,5.58,48.62,41.43,C,4.26,29.41,36.58,36.26,23.59,Yes,Not Placed,0,Poor
100729,Student_100729,Other,18,AIML,7,Kolhapur,Low,69.54,35,35.98,14,6,10,1,3,Statistics,14.95,14.16,42.36,41.83,C,4.06,32.98,37.33,38.25,46.35,No,Not Placed,0,Poor
100730,Student_100730,Male,18,IT,5,Thane,High,66.17,16,14.15,14,7,14,2,6,Apache Spark,17.36,11.16,46.62,43.77,C,4.17,29.55,37.23,48.55,41.64,No,Not Placed,60,Poor
100731,Student_100731,Other,19,ECE,5,Nagpur,Middle,75.96,27,45.67,26,10,15,5,9,Big Data,22.03,15.96,55.67,55.0,B,5.44,38.79,33.97,61.63,38.76,No,Not Placed,0,Average
100732,Student_100732,,20,CSE,8,Nagpur,High,73.31,42,45.62,17,9,8,5,5,Statistics,21.07,16.24,61.18,57.21,B,5.53,40.7,53.77,61.14,41.82,No,Not Placed,0,Average
